Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB125981_01, Tunefamily: 3844_0, average precision:[0.21483253928890456] 
Query: NLB126046_01, Tunefamily: 3844_0, average precision:[0.5507610636596084] 
Query: NLB149781_01, Tunefamily: 3844_0, average precision:[0.07322312491136253] 
Query: NLB151506_01, Tunefamily: 3844_0, average precision:[0.28675807613006854] 
Query: NLB165800_01, Tunefamily: 3844_0, average precision:[0.43315365795195143] 
Query: NLB175788_01, Tunefamily: 3844_0, average precision:[0.5612623585217815] 
Query: NLB175793_01, Tunefamily: 3844_0, average precision:[0.5381427568390286] 
Query: NLB176764_01, Tunefamily: 3844_0, average precision:[0.4833176806901533] 
Query: NLB178465_01, Tunefamily: 3844_0, average precision:[0.43315365795195143] 
Query: NLB178494_01, Tunefamily: 3844_0, average precision:[0.43315365795195143] 
Query: NLB179430_01, Tunefamily: 3844_0, average precision:[0.5612623585217815] 
Query: NLB180802_01, Tunefamily: 3844_0, average precision:[0.13939735249255003] 
Query: NLB183225_01, Tunefamily: 3844_0, average precision:[0.06210511941145766] 
Query: NLB184323_01, Tunefamily: 3844_0, average precision:[0.3485752247938806] 
Query: NLB126277_01, Tunefamily: 3868_0, average precision:[1.0] 
Query: NLB126393_01, Tunefamily: 3868_0, average precision:[1.0] 
Query: NLB002958_01, Tunefamily: 387_0, average precision:[0.2541426152290393] 
Query: NLB015016_01, Tunefamily: 387_0, average precision:[0.25670229457837657] 
Query: NLB136520_01, Tunefamily: 387_0, average precision:[0.2593082844608249] 
Query: NLB191059_01, Tunefamily: 387_0, average precision:[0.25339954167986956] 
Query: NLB151543_01, Tunefamily: 3880_0, average precision:[0.6428571428571428] 
Query: NLB165855_01, Tunefamily: 3880_0, average precision:[1.0] 
Query: NLB135501_01, Tunefamily: 3916_0, average precision:[0.5142857142857142] 
Query: NLB192011_01, Tunefamily: 3916_0, average precision:[0.5555555555555556] 
Query: NLB070862_01, Tunefamily: 3936_0, average precision:[0.11098345232148865] 
Query: NLB072847_01, Tunefamily: 3936_0, average precision:[0.15664118309855973] 
Query: NLB072875_01, Tunefamily: 3936_0, average precision:[0.11892109070264158] 
Query: NLB074762_01, Tunefamily: 3936_0, average precision:[0.15327136021631074] 
Query: NLB075287_01, Tunefamily: 3936_0, average precision:[0.14320367064756] 
Query: NLB075949_01, Tunefamily: 3936_0, average precision:[0.11266359125213511] 
Query: NLB076356_01, Tunefamily: 3936_0, average precision:[0.11225886980921371] 
Query: NLB076415_01, Tunefamily: 3936_0, average precision:[0.13261069296754896] 
Query: NLB142891_01, Tunefamily: 3936_0, average precision:[0.10391985692678626] 
Query: NLB179377_01, Tunefamily: 3936_0, average precision:[0.11151803771627633] 
Query: NLB070557_01, Tunefamily: 3940_0, average precision:[0.7292110874200426] 
Query: NLB071004_01, Tunefamily: 3940_0, average precision:[0.6582478295185478] 
Query: NLB111780_01, Tunefamily: 3940_0, average precision:[0.8045662100456621] 
Query: NLB146639_01, Tunefamily: 3940_0, average precision:[0.20321913099259034] 
Query: NLB165051_01, Tunefamily: 3940_0, average precision:[0.8012658227848102] 
Query: NLB002937_01, Tunefamily: 3952_0, average precision:[0.5009794319294809] 
Query: NLB191088_01, Tunefamily: 3952_0, average precision:[0.5009442870632672] 
Query: NLB073665_01, Tunefamily: 3953_0, average precision:[0.5344827586206896] 
Query: NLB075786_01, Tunefamily: 3953_0, average precision:[0.5384615384615384] 
Query: NLB125149_01, Tunefamily: 3956_0, average precision:[0.8335066435586366] 
Query: NLB128238_01, Tunefamily: 3956_0, average precision:[0.8335016835016835] 
Query: NLB136632_01, Tunefamily: 3956_0, average precision:[0.8335264208019566] 
Query: NLB148741_01, Tunefamily: 3956_0, average precision:[0.8334876543209877] 
Query: NLB183321_01, Tunefamily: 3956_0, average precision:[0.16716301983695595] 
Query: NLB196699_01, Tunefamily: 3956_0, average precision:[0.8335636950011518] 
Query: NLB004406_01, Tunefamily: 3957_0, average precision:[0.5196078431372549] 
Query: NLB013559_01, Tunefamily: 3957_0, average precision:[0.5029239766081871] 
Query: NLB138381_01, Tunefamily: 395_0, average precision:[0.3452099349497339] 
Query: NLB152300_01, Tunefamily: 395_0, average precision:[0.3426506695830251] 
Query: NLB153324_01, Tunefamily: 395_0, average precision:[0.3384300746446797] 
Query: NLB112422_01, Tunefamily: 3967_0, average precision:[0.34128503075871497] 
Query: NLB125726_01, Tunefamily: 3967_0, average precision:[0.3933731938216243] 
Query: NLB180934_01, Tunefamily: 3967_0, average precision:[0.3933731938216243] 
Query: NLB113258_01, Tunefamily: 3972_0, average precision:[0.5026109660574413] 
Query: NLB138485_01, Tunefamily: 3972_0, average precision:[0.5285714285714286] 
Query: NLB070553_01, Tunefamily: 3974_0, average precision:[1.0] 
Query: NLB170282_01, Tunefamily: 3974_0, average precision:[1.0] 
Query: NLB151516_01, Tunefamily: 3977_0, average precision:[0.5069444444444444] 
Query: NLB165406_01, Tunefamily: 3977_0, average precision:[0.5357142857142857] 
Query: NLB137984_01, Tunefamily: 3982_0, average precision:[0.5049261083743842] 
Query: NLB137985_01, Tunefamily: 3982_0, average precision:[0.5078740157480315] 
Query: NLB004842_01, Tunefamily: 4002_0, average precision:[0.20420098881649013] 
Query: NLB074558_01, Tunefamily: 4002_0, average precision:[0.10194689223039605] 
Query: NLB075641_01, Tunefamily: 4002_0, average precision:[0.10723205192267796] 
Query: NLB123073_01, Tunefamily: 4002_0, average precision:[0.2025796571420569] 
Query: NLB123250_01, Tunefamily: 4002_0, average precision:[0.2025796571420569] 
Query: NLB134718_01, Tunefamily: 4002_0, average precision:[0.10210842423061017] 
Query: NLB134776_01, Tunefamily: 4002_0, average precision:[0.1087299227782598] 
Query: NLB136858_01, Tunefamily: 4002_0, average precision:[0.10656697374912547] 
Query: NLB138033_01, Tunefamily: 4002_0, average precision:[0.20420098881649013] 
Query: NLB150153_01, Tunefamily: 4002_0, average precision:[0.10278503200257445] 
Query: NLB125193_01, Tunefamily: 4003_0, average precision:[0.33783055292489256] 
Query: NLB151427_01, Tunefamily: 4003_0, average precision:[0.6764705882352942] 
Query: NLB165739_01, Tunefamily: 4003_0, average precision:[0.6764705882352942] 
Query: NLB073204_01, Tunefamily: 4016_0, average precision:[0.5008583690987124] 
Query: NLB144304_01, Tunefamily: 4016_0, average precision:[0.5014641288433382] 
Query: NLB004457_01, Tunefamily: 4017_0, average precision:[0.5031055900621118] 
Query: NLB013563_01, Tunefamily: 4017_0, average precision:[0.5019880715705766] 
Query: NLB112020_01, Tunefamily: 4019_0, average precision:[0.5007468259895445] 
Query: NLB135342_01, Tunefamily: 4019_0, average precision:[0.5003766478342749] 
Query: NLB150126_01, Tunefamily: 4020_0, average precision:[1.0] 
Query: NLB150207_01, Tunefamily: 4020_0, average precision:[1.0] 
Query: NLB004461_01, Tunefamily: 4030_0, average precision:[0.5303030303030303] 
Query: NLB013564_01, Tunefamily: 4030_0, average precision:[0.12760416666666666] 
Query: NLB004397_01, Tunefamily: 4031_0, average precision:[0.5384615384615384] 
Query: NLB013570_01, Tunefamily: 4031_0, average precision:[0.5037037037037037] 
Query: NLB017033_01, Tunefamily: 4041_1, average precision:[0.20094382874561206] 
Query: NLB123331_01, Tunefamily: 4041_1, average precision:[0.20782415876545499] 
Query: NLB123680_01, Tunefamily: 4041_1, average precision:[0.22616010376732673] 
Query: NLB140546_01, Tunefamily: 4041_1, average precision:[0.20220420074496084] 
Query: NLB142015_01, Tunefamily: 4041_1, average precision:[0.23325643970414198] 
Query: NLB017040_01, Tunefamily: 4041_2, average precision:[0.05658483367545879] 
Query: NLB070018_01, Tunefamily: 4041_2, average precision:[0.030555509724140072] 
Query: NLB070057_01, Tunefamily: 4041_2, average precision:[0.07795633121174099] 
Query: NLB070736_01, Tunefamily: 4041_2, average precision:[0.05304902149149101] 
Query: NLB070837_01, Tunefamily: 4041_2, average precision:[0.038038305624763374] 
Query: NLB071068_01, Tunefamily: 4041_2, average precision:[0.046581221899339] 
Query: NLB071258_01, Tunefamily: 4041_2, average precision:[0.039020174056230976] 
Query: NLB071982_01, Tunefamily: 4041_2, average precision:[0.05058056857588047] 
Query: NLB072086_01, Tunefamily: 4041_2, average precision:[0.04693248514215106] 
Query: NLB072272_01, Tunefamily: 4041_2, average precision:[0.08227170275552213] 
Query: NLB072272_02, Tunefamily: 4041_2, average precision:[0.14054106279784803] 
Query: NLB072272_03, Tunefamily: 4041_2, average precision:[0.06463042953724304] 
Query: NLB072273_01, Tunefamily: 4041_2, average precision:[0.0427841058060415] 
Query: NLB072273_02, Tunefamily: 4041_2, average precision:[0.055109752388472606] 
Query: NLB072280_01, Tunefamily: 4041_2, average precision:[0.050183373659574385] 
Query: NLB072335_01, Tunefamily: 4041_2, average precision:[0.04834760224578901] 
Query: NLB072342_01, Tunefamily: 4041_2, average precision:[0.03116320825946957] 
Query: NLB072464_01, Tunefamily: 4041_2, average precision:[0.05228621668155711] 
Query: NLB072525_01, Tunefamily: 4041_2, average precision:[0.07970103287937658] 
Query: NLB072596_01, Tunefamily: 4041_2, average precision:[0.1110736846023481] 
Query: NLB072925_01, Tunefamily: 4041_2, average precision:[0.13171074764180998] 
Query: NLB073185_01, Tunefamily: 4041_2, average precision:[0.051271316239988686] 
Query: NLB073283_02, Tunefamily: 4041_2, average precision:[0.0494490940617872] 
Query: NLB073334_01, Tunefamily: 4041_2, average precision:[0.03776959461962727] 
Query: NLB073386_01, Tunefamily: 4041_2, average precision:[0.04048340093097979] 
Query: NLB073789_01, Tunefamily: 4041_2, average precision:[0.08378233727132954] 
Query: NLB074393_01, Tunefamily: 4041_2, average precision:[0.04260224352967989] 
Query: NLB074645_07, Tunefamily: 4041_2, average precision:[0.057998232082783596] 
Query: NLB074737_02, Tunefamily: 4041_2, average precision:[0.07471284027731928] 
Query: NLB074739_01, Tunefamily: 4041_2, average precision:[0.09617310751244484] 
Query: NLB112231_01, Tunefamily: 4041_2, average precision:[0.057733351645947964] 
Query: NLB113113_01, Tunefamily: 4041_2, average precision:[0.04562176669946039] 
Query: NLB124644_01, Tunefamily: 4041_2, average precision:[0.03663985265622235] 
Query: NLB134778_01, Tunefamily: 4041_2, average precision:[0.05658483367545879] 
Query: NLB138519_01, Tunefamily: 4041_2, average precision:[0.07590563372945662] 
Query: NLB140039_01, Tunefamily: 4041_2, average precision:[0.07590563372945662] 
Query: NLB141292_01, Tunefamily: 4041_2, average precision:[0.057733351645947964] 
Query: NLB141608_01, Tunefamily: 4041_2, average precision:[0.04727346825260523] 
Query: NLB144019_01, Tunefamily: 4041_2, average precision:[0.032584860061902005] 
Query: NLB144301_01, Tunefamily: 4041_2, average precision:[0.04185899508280328] 
Query: NLB148922_01, Tunefamily: 4041_2, average precision:[0.039465143119315246] 
Query: NLB180824_01, Tunefamily: 4041_2, average precision:[0.047667938712539805] 
Query: NLB072818_01, Tunefamily: 4041_4, average precision:[0.2979665071770335] 
Query: NLB072877_01, Tunefamily: 4041_4, average precision:[0.542989417989418] 
Query: NLB073538_01, Tunefamily: 4041_4, average precision:[0.5150188323917138] 
Query: NLB073944_01, Tunefamily: 4041_4, average precision:[0.3009029927760578] 
Query: NLB004395_01, Tunefamily: 4042_0, average precision:[0.5017361111111112] 
Query: NLB123753_01, Tunefamily: 4042_0, average precision:[0.5051813471502591] 
Query: NLB151501_01, Tunefamily: 4046_0, average precision:[1.0] 
Query: NLB165784_01, Tunefamily: 4046_0, average precision:[1.0] 
Query: NLB004491_01, Tunefamily: 4048_0, average precision:[0.5034722222222222] 
Query: NLB013604_01, Tunefamily: 4048_0, average precision:[0.5015797788309637] 
Query: NLB123872_01, Tunefamily: 4051_0, average precision:[0.4007042253521127] 
Query: NLB128088_01, Tunefamily: 4051_0, average precision:[0.3855482204362801] 
Query: NLB182984_01, Tunefamily: 4051_0, average precision:[0.3346825451488892] 
Query: NLB013687_01, Tunefamily: 4094_0, average precision:[0.02772225923458435] 
Query: NLB122605_01, Tunefamily: 4094_0, average precision:[0.5025974025974026] 
Query: NLB151401_01, Tunefamily: 40_0, average precision:[1.0] 
Query: NLB166763_01, Tunefamily: 40_0, average precision:[1.0] 
Query: NLB111653_01, Tunefamily: 4115_0, average precision:[0.14514851470821785] 
Query: NLB113297_01, Tunefamily: 4115_0, average precision:[0.3635586701879105] 
Query: NLB128928_01, Tunefamily: 4115_0, average precision:[0.17224291147447524] 
Query: NLB134874_01, Tunefamily: 4115_0, average precision:[0.7202342788696733] 
Query: NLB134925_01, Tunefamily: 4115_0, average precision:[0.7202342788696733] 
Query: NLB165435_01, Tunefamily: 4115_0, average precision:[0.6330457664940423] 
Query: NLB183469_01, Tunefamily: 4115_0, average precision:[0.6493293095462744] 
Query: NLB070124_01, Tunefamily: 4138_1, average precision:[0.5406764428259919] 
Query: NLB070164_01, Tunefamily: 4138_1, average precision:[0.6448421858819042] 
Query: NLB070324_01, Tunefamily: 4138_1, average precision:[0.6829080356030502] 
Query: NLB070359_01, Tunefamily: 4138_1, average precision:[0.6754045314139033] 
Query: NLB070424_01, Tunefamily: 4138_1, average precision:[0.6829080356030502] 
Query: NLB070525_01, Tunefamily: 4138_1, average precision:[0.5406764428259919] 
Query: NLB070564_01, Tunefamily: 4138_1, average precision:[0.5682834235377109] 
Query: NLB070565_01, Tunefamily: 4138_1, average precision:[0.5843673136256032] 
Query: NLB071070_01, Tunefamily: 4138_1, average precision:[0.6829080356030502] 
Query: NLB071225_01, Tunefamily: 4138_1, average precision:[0.4330338910459192] 
Query: NLB071263_01, Tunefamily: 4138_1, average precision:[0.587930572313936] 
Query: NLB071371_01, Tunefamily: 4138_1, average precision:[0.3609353326780018] 
Query: NLB071975_01, Tunefamily: 4138_1, average precision:[0.2741388682251645] 
Query: NLB072933_01, Tunefamily: 4138_1, average precision:[0.3647464147302661] 
Query: NLB072933_04, Tunefamily: 4138_1, average precision:[0.031110151547314828] 
Query: NLB073441_01, Tunefamily: 4138_1, average precision:[0.2799375549226917] 
Query: NLB074223_01, Tunefamily: 4138_1, average precision:[0.2078204250047228] 
Query: NLB074449_02, Tunefamily: 4138_1, average precision:[0.5171842250605825] 
Query: NLB074964_01, Tunefamily: 4138_1, average precision:[0.2036227751788457] 
Query: NLB075619_01, Tunefamily: 4138_1, average precision:[0.3720735699710943] 
Query: NLB111460_01, Tunefamily: 4138_1, average precision:[0.5640222936626642] 
Query: NLB113579_01, Tunefamily: 4138_1, average precision:[0.7103423331539458] 
Query: NLB124249_01, Tunefamily: 4138_1, average precision:[0.33862985451403305] 
Query: NLB128153_01, Tunefamily: 4138_1, average precision:[0.2539191883427936] 
Query: NLB131873_01, Tunefamily: 4138_1, average precision:[0.2366734108479156] 
Query: NLB133690_01, Tunefamily: 4138_1, average precision:[0.2539191883427936] 
Query: NLB134478_01, Tunefamily: 4138_1, average precision:[0.5750628811355778] 
Query: NLB137497_01, Tunefamily: 4138_1, average precision:[0.4979266279260596] 
Query: NLB138220_01, Tunefamily: 4138_1, average precision:[0.4979266279260596] 
Query: NLB139028_01, Tunefamily: 4138_1, average precision:[0.7054316071041454] 
Query: NLB141224_01, Tunefamily: 4138_1, average precision:[0.7103423331539458] 
Query: NLB141825_01, Tunefamily: 4138_1, average precision:[0.05884762750562635] 
Query: NLB141827_01, Tunefamily: 4138_1, average precision:[0.026829066713697062] 
Query: NLB142682_01, Tunefamily: 4138_1, average precision:[0.12957866231515666] 
Query: NLB143244_01, Tunefamily: 4138_1, average precision:[0.4496086274139712] 
Query: NLB144122_05, Tunefamily: 4138_1, average precision:[0.05930632668690345] 
Query: NLB145826_01, Tunefamily: 4138_1, average precision:[0.41496675619303497] 
Query: NLB146397_01, Tunefamily: 4138_1, average precision:[0.7054316071041454] 
Query: NLB146502_01, Tunefamily: 4138_1, average precision:[0.4979266279260596] 
Query: NLB146633_01, Tunefamily: 4138_1, average precision:[0.12996660042978286] 
Query: NLB146634_01, Tunefamily: 4138_1, average precision:[0.08422434303155688] 
Query: NLB147762_01, Tunefamily: 4138_1, average precision:[0.033831306429036506] 
Query: NLB180753_01, Tunefamily: 4138_1, average precision:[0.6486200367209976] 
Query: NLB016838_01, Tunefamily: 4138_2, average precision:[0.30538293429978586] 
Query: NLB122746_01, Tunefamily: 4138_2, average precision:[0.3775322406414856] 
Query: NLB122808_01, Tunefamily: 4138_2, average precision:[0.2506913757245181] 
Query: NLB123340_01, Tunefamily: 4138_2, average precision:[0.2650136931556098] 
Query: NLB127273_01, Tunefamily: 4138_2, average precision:[0.3775322406414856] 
Query: NLB133877_01, Tunefamily: 4138_2, average precision:[0.3455080706339182] 
Query: NLB138557_01, Tunefamily: 4138_2, average precision:[0.2506913757245181] 
Query: NLB143243_01, Tunefamily: 4138_2, average precision:[0.3775043372387888] 
Query: NLB124601_01, Tunefamily: 4138_4, average precision:[0.51] 
Query: NLB124601_02, Tunefamily: 4138_4, average precision:[0.5476190476190477] 
Query: NLB135652_01, Tunefamily: 4149_0, average precision:[0.6128571428571429] 
Query: NLB136823_01, Tunefamily: 4149_0, average precision:[0.5391866753190568] 
Query: NLB184992_01, Tunefamily: 4149_0, average precision:[0.2695409695409695] 
Query: NLB190526_01, Tunefamily: 4149_0, average precision:[0.5314722222222222] 
Query: NLB192037_01, Tunefamily: 4149_0, average precision:[0.2282279756834403] 
Query: NLB134731_01, Tunefamily: 4152_1, average precision:[0.20038225469093965] 
Query: NLB150762_01, Tunefamily: 4152_1, average precision:[0.28516769131037273] 
Query: NLB166228_01, Tunefamily: 4152_1, average precision:[0.20573836036034784] 
Query: NLB183441_01, Tunefamily: 4152_1, average precision:[0.26597642589799453] 
Query: NLB198159_01, Tunefamily: 4152_1, average precision:[0.5072045748776117] 
Query: NLB004451_01, Tunefamily: 4153_0, average precision:[0.3337871049554935] 
Query: NLB123060_01, Tunefamily: 4153_0, average precision:[0.3344257718245721] 
Query: NLB140470_01, Tunefamily: 4153_0, average precision:[0.3343443414819647] 
Query: NLB126305_01, Tunefamily: 4160_0, average precision:[1.0] 
Query: NLB127016_01, Tunefamily: 4160_0, average precision:[1.0] 
Query: NLB004426_01, Tunefamily: 4167_0, average precision:[0.5010810810810811] 
Query: NLB013578_01, Tunefamily: 4167_0, average precision:[0.502020202020202] 
Query: NLB137585_01, Tunefamily: 4183_0, average precision:[0.33671974120350995] 
Query: NLB191017_01, Tunefamily: 4183_0, average precision:[0.33732634422433755] 
Query: NLB191043_01, Tunefamily: 4183_0, average precision:[0.33391074946527755] 
Query: NLB004405_01, Tunefamily: 4184_0, average precision:[0.5015128593040847] 
Query: NLB013589_01, Tunefamily: 4184_0, average precision:[0.5014880952380952] 
Query: NLB016860_01, Tunefamily: 4192_0, average precision:[0.5003451846738005] 
Query: NLB138696_01, Tunefamily: 4192_0, average precision:[0.5001786990707648] 
Query: NLB135517_01, Tunefamily: 4196_0, average precision:[0.34050163928212707] 
Query: NLB136481_01, Tunefamily: 4196_0, average precision:[0.334593744645486] 
Query: NLB150184_01, Tunefamily: 4196_0, average precision:[0.3475786163522013] 
Query: NLB004415_01, Tunefamily: 4215_0, average precision:[0.5052753162558673] 
Query: NLB013617_01, Tunefamily: 4215_0, average precision:[0.12923804891284565] 
Query: NLB024301_01, Tunefamily: 4215_0, average precision:[0.5052753162558673] 
Query: NLB140414_01, Tunefamily: 4215_0, average precision:[0.25053938542874565] 
Query: NLB140422_01, Tunefamily: 4240_0, average precision:[0.5043668122270742] 
Query: NLB191055_01, Tunefamily: 4240_0, average precision:[0.5008741258741258] 
Query: NLB138166_01, Tunefamily: 4248_0, average precision:[1.0] 
Query: NLB143666_01, Tunefamily: 4248_0, average precision:[1.0] 
Query: NLB004477_01, Tunefamily: 4257_0, average precision:[0.6668146175469744] 
Query: NLB013683_01, Tunefamily: 4257_0, average precision:[0.3470764786222944] 
Query: NLB177659_01, Tunefamily: 4257_0, average precision:[0.3335992671779831] 
Query: NLB176294_01, Tunefamily: 4262_0, average precision:[0.7435897435897436] 
Query: NLB179032_01, Tunefamily: 4262_0, average precision:[0.5291666666666667] 
Query: NLB184221_01, Tunefamily: 4262_0, average precision:[0.3947606142728094] 
Query: NLB129824_01, Tunefamily: 4276_0, average precision:[0.2507887966882516] 
Query: NLB135346_01, Tunefamily: 4276_0, average precision:[0.25233470718186873] 
Query: NLB183331_01, Tunefamily: 4276_0, average precision:[0.25137075065939785] 
Query: NLB183459_01, Tunefamily: 4276_0, average precision:[0.25157206217646283] 
Query: NLB140244_01, Tunefamily: 4282_1, average precision:[0.25060325220128216] 
Query: NLB141846_01, Tunefamily: 4282_1, average precision:[0.25173508591237265] 
Query: NLB141847_01, Tunefamily: 4282_1, average precision:[0.2580024378977024] 
Query: NLB150708_01, Tunefamily: 4282_1, average precision:[0.2544034018816228] 
Query: NLB073183_01, Tunefamily: 4282_2, average precision:[0.18112981274887138] 
Query: NLB111813_01, Tunefamily: 4282_2, average precision:[0.43320135379302704] 
Query: NLB138521_01, Tunefamily: 4282_2, average precision:[0.18075549329604307] 
Query: NLB144187_01, Tunefamily: 4282_2, average precision:[0.16776430327944547] 
Query: NLB158017_01, Tunefamily: 4282_2, average precision:[0.20981800766283526] 
Query: NLB158018_01, Tunefamily: 4282_2, average precision:[0.43320135379302704] 
Query: NLB111818_01, Tunefamily: 4284_0, average precision:[0.6411290322580645] 
Query: NLB113421_01, Tunefamily: 4284_0, average precision:[0.7538910505836576] 
Query: NLB142284_01, Tunefamily: 4284_0, average precision:[0.6113095238095237] 
Query: NLB180819_01, Tunefamily: 4284_0, average precision:[0.2574878508440658] 
Query: NLB070279_01, Tunefamily: 4292_0, average precision:[0.2502877171376857] 
Query: NLB074774_01, Tunefamily: 4292_0, average precision:[0.2578367053088288] 
Query: NLB142888_01, Tunefamily: 4292_0, average precision:[0.2520845656545782] 
Query: NLB180821_01, Tunefamily: 4292_0, average precision:[0.25188755917511113] 
Query: NLB070556_01, Tunefamily: 4305_0, average precision:[0.5026385224274407] 
Query: NLB072702_01, Tunefamily: 4305_0, average precision:[0.5015105740181269] 
Query: NLB070749_01, Tunefamily: 4308_0, average precision:[0.27155115560467935] 
Query: NLB075809_01, Tunefamily: 4308_0, average precision:[0.1808827846636274] 
Query: NLB075809_03, Tunefamily: 4308_0, average precision:[0.13147954854690627] 
Query: NLB111784_01, Tunefamily: 4308_0, average precision:[0.2755905314461771] 
Query: NLB111784_02, Tunefamily: 4308_0, average precision:[0.2755905314461771] 
Query: NLB141646_01, Tunefamily: 4308_0, average precision:[0.25926148721033426] 
Query: NLB146666_01, Tunefamily: 4308_0, average precision:[0.12924031629634372] 
Query: NLB181098_01, Tunefamily: 4308_0, average precision:[0.1372826612531825] 
Query: NLB070126_01, Tunefamily: 4312_0, average precision:[1.0] 
Query: NLB070462_01, Tunefamily: 4312_0, average precision:[1.0] 
Query: NLB170524_01, Tunefamily: 4312_0, average precision:[0.9166666666666666] 
Query: NLB125779_01, Tunefamily: 4316_0, average precision:[1.0] 
Query: NLB126062_01, Tunefamily: 4316_0, average precision:[1.0] 
Query: NLB072953_01, Tunefamily: 4321_0, average precision:[0.14434859163495053] 
Query: NLB073495_01, Tunefamily: 4321_0, average precision:[0.14399355323323884] 
Query: NLB076115_01, Tunefamily: 4321_0, average precision:[0.17236932624036264] 
Query: NLB076115_02, Tunefamily: 4321_0, average precision:[0.2413115971211067] 
Query: NLB076603_01, Tunefamily: 4321_0, average precision:[0.0033602043554353286] 
Query: NLB140606_01, Tunefamily: 4321_0, average precision:[0.15013888624509938] 
Query: NLB146238_01, Tunefamily: 4321_0, average precision:[0.14381329958077674] 
Query: NLB123598_01, Tunefamily: 4322_0, average precision:[1.0] 
Query: NLB140312_01, Tunefamily: 4322_0, average precision:[1.0] 
Query: NLB111853_01, Tunefamily: 4327_0, average precision:[1.0] 
Query: NLB180757_01, Tunefamily: 4327_0, average precision:[1.0] 
Query: NLB013558_01, Tunefamily: 4332_1, average precision:[0.017195206707918572] 
Query: NLB122766_01, Tunefamily: 4332_1, average precision:[0.6673501936659831] 
Query: NLB140440_01, Tunefamily: 4332_1, average precision:[0.6671985815602837] 
Query: NLB129875_01, Tunefamily: 4344_0, average precision:[0.5339366515837104] 
Query: NLB177661_01, Tunefamily: 4344_0, average precision:[0.5748456790123457] 
Query: NLB182816_01, Tunefamily: 4344_0, average precision:[0.6833333333333333] 
Query: NLB197787_01, Tunefamily: 4344_0, average precision:[0.5748456790123457] 
Query: NLB017058_01, Tunefamily: 4358_0, average precision:[0.11470603815075715] 
Query: NLB017059_01, Tunefamily: 4358_0, average precision:[0.13800297311836074] 
Query: NLB102799_01, Tunefamily: 4358_0, average precision:[0.25159667823588383] 
Query: NLB111633_01, Tunefamily: 4358_0, average precision:[0.09681114958724656] 
Query: NLB113145_01, Tunefamily: 4358_0, average precision:[0.0755368980829255] 
Query: NLB125973_01, Tunefamily: 4358_0, average precision:[0.2521931625503644] 
Query: NLB128976_01, Tunefamily: 4358_0, average precision:[0.1374793234980467] 
Query: NLB139282_01, Tunefamily: 4358_0, average precision:[0.0644636599945046] 
Query: NLB140608_01, Tunefamily: 4358_0, average precision:[0.12377496217877719] 
Query: NLB141257_01, Tunefamily: 4358_0, average precision:[0.08499270004445236] 
Query: NLB142652_01, Tunefamily: 4358_0, average precision:[0.12377496217877719] 
Query: NLB144124_01, Tunefamily: 4358_0, average precision:[0.1229150931907632] 
Query: NLB163651_01, Tunefamily: 4358_0, average precision:[0.06915362634615364] 
Query: NLB176182_01, Tunefamily: 4358_0, average precision:[0.14736198146320817] 
Query: NLB176599_01, Tunefamily: 4358_0, average precision:[0.249168370326285] 
Query: NLB179350_01, Tunefamily: 4358_0, average precision:[0.05674134072570393] 
Query: NLB179572_01, Tunefamily: 4358_0, average precision:[0.14586008394278563] 
Query: NLB180771_01, Tunefamily: 4358_0, average precision:[0.2521931625503644] 
Query: NLB129940_01, Tunefamily: 4361_0, average precision:[0.358498023715415] 
Query: NLB151247_01, Tunefamily: 4361_0, average precision:[0.5230855175745863] 
Query: NLB183421_01, Tunefamily: 4361_0, average precision:[0.5230855175745863] 
Query: NLB195556_01, Tunefamily: 4361_0, average precision:[0.2510809218098349] 
Query: NLB115865_01, Tunefamily: 4377_0, average precision:[0.25167143045769425] 
Query: NLB124904_01, Tunefamily: 4377_0, average precision:[0.25630376769258323] 
Query: NLB134685_01, Tunefamily: 4377_0, average precision:[0.2552722614526137] 
Query: NLB136489_01, Tunefamily: 4377_0, average precision:[0.2514479633710703] 
Query: NLB123378_01, Tunefamily: 4380_1, average precision:[0.5008928571428571] 
Query: NLB150704_01, Tunefamily: 4380_1, average precision:[0.5029239766081871] 
Query: NLB150911_01, Tunefamily: 4388_2, average precision:[1.0] 
Query: NLB165907_01, Tunefamily: 4388_2, average precision:[1.0] 
Query: NLB151550_01, Tunefamily: 4388_3, average precision:[1.0] 
Query: NLB165908_01, Tunefamily: 4388_3, average precision:[1.0] 
Query: NLB070413_01, Tunefamily: 4395_0, average precision:[0.1373881335974175] 
Query: NLB071058_01, Tunefamily: 4395_0, average precision:[0.11333673999176802] 
Query: NLB071301_01, Tunefamily: 4395_0, average precision:[0.06291868914318859] 
Query: NLB073226_01, Tunefamily: 4395_0, average precision:[0.0652113736780112] 
Query: NLB075621_01, Tunefamily: 4395_0, average precision:[0.06501252348371135] 
Query: NLB128623_01, Tunefamily: 4395_0, average precision:[0.16385807182069598] 
Query: NLB134910_01, Tunefamily: 4395_0, average precision:[0.0748900699641559] 
Query: NLB139327_01, Tunefamily: 4395_0, average precision:[0.0632964525276219] 
Query: NLB146152_01, Tunefamily: 4395_0, average precision:[0.06500221924746735] 
Query: NLB150931_01, Tunefamily: 4395_0, average precision:[0.14711016037765] 
Query: NLB170252_01, Tunefamily: 4395_0, average precision:[0.16683439902392375] 
